2018-05-22 11:18:04,090 [1] INFO  ZXClient.Updater.AutoUpdater - 开始升级
2018-05-22 11:18:21,330 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-05-22 11:18:21,379 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=17
2018-05-22 11:18:21,379 [9] INFO  ZXClient.WorkForm - 评价器更新资源版本：16, 服务器最新版本：17
2018-05-22 11:18:21,401 [9] INFO  ZXClient.WorkForm - 本地当前版本号更新状态：2
2018-05-22 11:18:21,401 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-05-22 11:18:21,453 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说
2018-05-22 11:18:21,454 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说||E
2018-05-22 11:18:21,493 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:21,493 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||E------------------:RecvCmdOK
2018-05-22 11:18:21,493 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-05-22 11:18:21,535 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3
2018-05-22 11:18:21,535 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3||E
2018-05-22 11:18:21,572 [9] INFO  ZXClient.WorkForm - S18||2,3||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:21,572 [9] INFO  ZXClient.WorkForm - S18||2,3||E------------------:RecvCmdOK
2018-05-22 11:18:21,616 [9] INFO  ZXClient.WorkForm - 信息查询更新
2018-05-22 11:18:21,616 [9] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-05-22 11:18:22,160 [9] INFO  ZXClient.WorkForm - 通知公告更新
2018-05-22 11:18:22,160 [9] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-05-22 11:18:22,696 [9] INFO  ZXClient.WorkForm - 意见调查
2018-05-22 11:18:22,696 [9] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-05-22 11:18:23,197 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-05-22 11:18:23,222 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:18:23,222 [9] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:18:23,222 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E
2018-05-22 11:18:23,262 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:23,262 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E------------------:RecvCmdOK
2018-05-22 11:18:31,205 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-05-22 11:18:31,248 [9] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:18:31,248 [9] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-05-22 11:18:31,248 [9] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:18:31,248 [9] INFO  ZXClient.WorkForm - 连接评价器成功！
2018-05-22 11:18:31,248 [9] INFO  ZXClient.WorkForm - S99||0||E获取设备mac地址:CCB8A8DB14F8，设备资源版本号：16，设备更新资源版本号：16
2018-05-22 11:18:31,248 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=10010
2018-05-22 11:18:31,304 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
2018-05-22 11:18:31,304 [9] INFO  ZXClient.WorkForm - 2018/5/22 11:18:31心跳：onlineCCB8A8DB14F8
2018-05-22 11:18:31,304 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-05-22 11:18:31,358 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=17
2018-05-22 11:18:31,358 [9] INFO  ZXClient.WorkForm - 评价器更新资源版本：16, 服务器最新版本：17
2018-05-22 11:18:31,359 [9] INFO  ZXClient.WorkForm - 本地当前版本号更新状态：2
2018-05-22 11:18:31,359 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-05-22 11:18:31,409 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说
2018-05-22 11:18:31,410 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说||E
2018-05-22 11:18:31,460 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:31,460 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||E------------------:RecvCmdOK
2018-05-22 11:18:31,460 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-05-22 11:18:31,518 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3
2018-05-22 11:18:31,519 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3||E
2018-05-22 11:18:31,564 [9] INFO  ZXClient.WorkForm - S18||2,3||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:31,564 [9] INFO  ZXClient.WorkForm - S18||2,3||E------------------:RecvCmdOK
2018-05-22 11:18:31,605 [9] INFO  ZXClient.WorkForm - 信息查询更新
2018-05-22 11:18:31,606 [9] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-05-22 11:18:32,151 [9] INFO  ZXClient.WorkForm - 通知公告更新
2018-05-22 11:18:32,151 [9] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-05-22 11:18:32,692 [9] INFO  ZXClient.WorkForm - 意见调查
2018-05-22 11:18:32,692 [9] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-05-22 11:18:33,192 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-05-22 11:18:33,218 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:18:33,218 [9] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:18:33,218 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E
2018-05-22 11:18:33,268 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:33,268 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E------------------:RecvCmdOK
2018-05-22 11:18:41,207 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-05-22 11:18:41,288 [9] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:18:41,288 [9] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-05-22 11:18:41,288 [9] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:18:41,288 [9] INFO  ZXClient.WorkForm - 连接评价器成功！
2018-05-22 11:18:41,288 [9] INFO  ZXClient.WorkForm - S99||0||E获取设备mac地址:CCB8A8DB14F8，设备资源版本号：16，设备更新资源版本号：16
2018-05-22 11:18:41,288 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=10010
2018-05-22 11:18:41,330 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
2018-05-22 11:18:41,330 [9] INFO  ZXClient.WorkForm - 2018/5/22 11:18:41心跳：onlineCCB8A8DB14F8
2018-05-22 11:18:41,330 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-05-22 11:18:41,385 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=17
2018-05-22 11:18:41,385 [9] INFO  ZXClient.WorkForm - 评价器更新资源版本：16, 服务器最新版本：17
2018-05-22 11:18:41,385 [9] INFO  ZXClient.WorkForm - 本地当前版本号更新状态：2
2018-05-22 11:18:41,385 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-05-22 11:18:41,437 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说
2018-05-22 11:18:41,437 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说||E
2018-05-22 11:18:41,488 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:41,488 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||E------------------:RecvCmdOK
2018-05-22 11:18:41,488 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-05-22 11:18:41,537 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3
2018-05-22 11:18:41,537 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3||E
2018-05-22 11:18:41,576 [9] INFO  ZXClient.WorkForm - S18||2,3||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:41,576 [9] INFO  ZXClient.WorkForm - S18||2,3||E------------------:RecvCmdOK
2018-05-22 11:18:41,628 [9] INFO  ZXClient.WorkForm - 信息查询更新
2018-05-22 11:18:41,628 [9] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-05-22 11:18:42,168 [9] INFO  ZXClient.WorkForm - 通知公告更新
2018-05-22 11:18:42,168 [9] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-05-22 11:18:42,704 [9] INFO  ZXClient.WorkForm - 意见调查
2018-05-22 11:18:42,704 [9] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-05-22 11:18:43,204 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-05-22 11:18:43,228 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:18:43,228 [9] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:18:43,228 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E
2018-05-22 11:18:43,258 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:43,258 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E------------------:RecvCmdOK
2018-05-22 11:18:51,204 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-05-22 11:18:51,270 [11] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:18:51,270 [11] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-05-22 11:18:51,270 [11] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:18:51,270 [11] INFO  ZXClient.WorkForm - 连接评价器成功！
2018-05-22 11:18:51,270 [11] INFO  ZXClient.WorkForm - S99||0||E获取设备mac地址:CCB8A8DB14F8，设备资源版本号：16，设备更新资源版本号：16
2018-05-22 11:18:51,271 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=10010
2018-05-22 11:18:51,336 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
2018-05-22 11:18:51,336 [11] INFO  ZXClient.WorkForm - 2018/5/22 11:18:51心跳：onlineCCB8A8DB14F8
2018-05-22 11:18:51,336 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-05-22 11:18:51,392 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=17
2018-05-22 11:18:51,392 [11] INFO  ZXClient.WorkForm - 评价器更新资源版本：16, 服务器最新版本：17
2018-05-22 11:18:51,392 [11] INFO  ZXClient.WorkForm - 本地当前版本号更新状态：2
2018-05-22 11:18:51,393 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-05-22 11:18:51,450 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说
2018-05-22 11:18:51,450 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说||E
2018-05-22 11:18:51,483 [11] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:51,483 [11] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||E------------------:RecvCmdOK
2018-05-22 11:18:51,483 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-05-22 11:18:51,542 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3
2018-05-22 11:18:51,543 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3||E
2018-05-22 11:18:51,570 [11] INFO  ZXClient.WorkForm - S18||2,3||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:51,570 [11] INFO  ZXClient.WorkForm - S18||2,3||E------------------:RecvCmdOK
2018-05-22 11:18:51,616 [11] INFO  ZXClient.WorkForm - 信息查询更新
2018-05-22 11:18:51,616 [11] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-05-22 11:18:52,160 [11] INFO  ZXClient.WorkForm - 通知公告更新
2018-05-22 11:18:52,160 [11] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-05-22 11:18:52,702 [11] INFO  ZXClient.WorkForm - 意见调查
2018-05-22 11:18:52,702 [11] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-05-22 11:18:53,203 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-05-22 11:18:53,226 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:18:53,226 [11] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:18:53,227 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E
2018-05-22 11:18:53,253 [11] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-05-22 11:18:53,253 [11] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E------------------:RecvCmdOK
2018-05-22 11:19:01,205 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-05-22 11:19:01,280 [8] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:01,280 [8] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-05-22 11:19:01,280 [8] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:01,280 [8] INFO  ZXClient.WorkForm - 连接评价器成功！
