2018-06-28 09:04:30,641 [1] INFO  ZXClient.Program - 程序已启动
2018-06-28 09:04:39,145 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S04||1|name,姓名,李四|jobDesc,职务,总管|jobNum,工号,1|star,星级,2||E
2018-06-28 09:04:39,529 [8] INFO  ZXClient.WorkForm - S04||1|name,姓名,李四|jobDesc,职务,总管|jobNum,工号,1|star,星级,2||EFalse接收数据:RecvCmdOK
2018-06-28 09:04:39,529 [8] INFO  ZXClient.WorkForm - S04||1|name,姓名,李四|jobDesc,职务,总管|jobNum,工号,1|star,星级,2||E------------------:RecvCmdOK
2018-06-28 09:04:39,529 [8] INFO  ZXClient.WorkForm - USBSendData:S98||0111.230.14.84||E
2018-06-28 09:04:39,530 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S98||0111.230.14.84||E
2018-06-28 09:04:39,659 [8] INFO  ZXClient.WorkForm - S98||0111.230.14.84||EFalse接收数据:RecvCmdOK
2018-06-28 09:04:39,659 [8] INFO  ZXClient.WorkForm - S98||0111.230.14.84||E------------------:RecvCmdOK
2018-06-28 09:04:39,659 [8] INFO  ZXClient.WorkForm - USBSendData:S14||2018||6||28||9||4||39||E
2018-06-28 09:04:39,660 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S14||2018||6||28||9||4||39||E
2018-06-28 09:04:39,701 [8] INFO  ZXClient.WorkForm - S14||2018||6||28||9||4||39||EFalse接收数据:RecvCmdOK
2018-06-28 09:04:39,701 [8] INFO  ZXClient.WorkForm - S14||2018||6||28||9||4||39||E------------------:RecvCmdOK
2018-06-28 09:04:39,701 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptVideo.action?mac=CCB8A8DB14F8
2018-06-28 09:04:39,765 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:
2018-06-28 09:04:39,765 [8] INFO  ZXClient.WorkForm - 获取设备CCB8A8DB14F8录音录像权限:
2018-06-28 09:04:39,765 [8] INFO  ZXClient.WorkForm - USBSendData:S17||||E
2018-06-28 09:04:39,766 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S17||||E
2018-06-28 09:04:39,811 [8] INFO  ZXClient.WorkForm - S17||||EFalse接收数据:RecvCmdOK
2018-06-28 09:04:39,811 [8] INFO  ZXClient.WorkForm - S17||||E------------------:RecvCmdOK
2018-06-28 09:04:39,812 [8] INFO  ZXClient.WorkForm - 开始心跳
2018-06-28 09:04:39,824 [10] INFO  ZXClient.WorkForm - 开始监听（排队叫号器）评价器返回数据，端口：8001
2018-06-28 09:04:45,551 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:45,552 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:45,595 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:45,595 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:46,693 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:46,694 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:46,738 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:46,738 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:47,309 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:47,309 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:47,354 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:47,354 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:47,526 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:47,526 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:47,561 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:47,561 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:47,773 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:47,773 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:47,818 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:47,818 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:48,033 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:48,033 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:48,076 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:48,076 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:48,237 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:48,237 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:48,283 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:48,283 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:48,429 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:48,429 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:48,468 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:48,468 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:48,605 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:48,606 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:48,644 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:48,644 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:48,781 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:48,781 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:48,824 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:48,824 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:48,957 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:48,957 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:48,998 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:48,998 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:49,133 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:49,133 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:49,188 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:49,188 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:49,301 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:49,301 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:49,341 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:49,341 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:49,477 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:49,477 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:49,525 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:49,525 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:49,645 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:49,645 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:49,686 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:49,687 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:49,809 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-06-28 09:04:49,837 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:49,838 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:49,870 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=8
2018-06-28 09:04:49,870 [9] INFO  ZXClient.WorkForm - 评价器更新资源版本：8, 服务器最新版本：8
2018-06-28 09:04:49,870 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-06-28 09:04:49,877 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:49,877 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:49,922 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说的
2018-06-28 09:04:49,922 [9] INFO  ZXClient.WorkForm - USBSendData:S15||生态环境保护多重要，听习近平怎么说的||E
2018-06-28 09:04:49,922 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说的||E
2018-06-28 09:04:49,962 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说的||EFalse接收数据:RecvCmdOK
2018-06-28 09:04:49,962 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说的||E------------------:RecvCmdOK
2018-06-28 09:04:49,963 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-06-28 09:04:50,005 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:50,006 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:50,008 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3,4,5,6
2018-06-28 09:04:50,008 [9] INFO  ZXClient.WorkForm - USBSendData:S18||2,3,4,5,6||E
2018-06-28 09:04:50,008 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3,4,5,6||E
2018-06-28 09:04:50,050 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:
2018-06-28 09:04:50,052 [9] INFO  ZXClient.WorkForm - S18||2,3,4,5,6||EFalse接收数据:RecvCmdOK
2018-06-28 09:04:50,053 [9] INFO  ZXClient.WorkForm - S18||2,3,4,5,6||E------------------:RecvCmdOK
2018-06-28 09:04:50,095 [9] INFO  ZXClient.WorkForm - 信息查询更新
2018-06-28 09:04:50,096 [9] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-06-28 09:04:50,173 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:50,173 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:50,202 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:50,204 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:50,357 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:50,358 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:50,405 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:50,406 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:50,527 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:50,528 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:50,554 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:50,557 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:50,637 [9] INFO  ZXClient.WorkForm - 通知公告更新
2018-06-28 09:04:50,637 [9] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-06-28 09:04:50,694 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:50,694 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:50,739 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:50,739 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:50,870 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:50,870 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:50,926 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:50,926 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:51,054 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:51,055 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:51,097 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:51,097 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:51,180 [9] INFO  ZXClient.WorkForm - 意见调查
2018-06-28 09:04:51,180 [9] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-06-28 09:04:51,221 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:51,221 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:51,257 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:51,257 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:51,389 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:51,390 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:51,440 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:51,441 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:51,557 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:51,557 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:51,581 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:51,581 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:51,681 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-06-28 09:04:51,704 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}

2018-06-28 09:04:51,704 [9] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}

2018-06-28 09:04:51,704 [9] INFO  ZXClient.WorkForm - USBSendData:S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||E
2018-06-28 09:04:51,704 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||E
2018-06-28 09:04:51,743 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:51,743 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:51,749 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-06-28 09:04:51,749 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||E------------------:RecvCmdOK
2018-06-28 09:04:51,797 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:51,797 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:51,909 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:51,909 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:51,930 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:51,930 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:52,088 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:52,088 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:52,132 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:52,132 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:52,270 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:52,271 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:52,309 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:52,309 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:52,453 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:52,454 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:52,488 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:52,488 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:52,637 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:52,637 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:52,679 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:52,679 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:52,822 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:52,822 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:52,864 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:52,864 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:52,990 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:52,990 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:53,023 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:53,023 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:53,165 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:53,165 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:53,214 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:53,214 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:53,341 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:53,341 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:53,379 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:53,379 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:53,509 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:53,509 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:53,562 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:53,562 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:04:53,686 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:04:53,687 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:04:53,713 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:04:53,714 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:04:53,870 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:04:53,871 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:04:53,912 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:04:53,912 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
